,GWO,PSO,SGA,IGA
0,66446.31858498983,644.0612915500353,101812.46609599389,79825.07412359097
1,66446.31858498983,514.8061804625734,101812.46609599389,79825.07412359097
2,50477.28562336625,514.8061804625734,98659.34586829085,18879.950470033033
3,35689.759684392215,433.1465511382322,98659.34586829085,18879.950470033033
4,35689.759684392215,294.75168443390544,98659.34586829085,17554.596917657465
5,29278.006982379957,294.75168443390544,90747.71211748902,14844.382168658702
6,28722.177050365364,294.75168443390544,84694.16197020761,14115.10170979273
7,22316.926729965526,294.75168443390544,62410.274532244104,12183.354203462868
8,22316.926729965526,294.75168443390544,62410.274532244104,12183.354203462868
9,22269.47984929229,294.75168443390544,57431.71430348004,12183.354203462868
10,22269.47984929229,270.45637356337346,56092.22884185269,10679.485423225651
11,22269.47984929229,270.45637356337346,54961.34329896359,10679.485423225651
12,20668.562279367812,270.45637356337346,51276.15549869022,10679.485423225651
13,20414.67635109077,270.45637356337346,51276.15549869022,10015.080080223062
14,18678.540289860386,270.45637356337346,51276.15549869022,9569.410551964396
15,18257.84808612489,257.2408720728452,51276.15549869022,9209.255450183793
16,18257.84808612489,252.70960173530239,51276.15549869022,9060.263918311139
17,18257.84808612489,252.70960173530239,51276.15549869022,7251.709801463495
18,18257.84808612489,252.70960173530239,51276.15549869022,7251.709801463495
19,18257.84808612489,252.70960173530239,51276.15549869022,7012.122236682643
20,18197.371182793064,252.70960173530239,51276.15549869022,6936.07749392293
21,18197.371182793064,252.70960173530239,51276.15549869022,6936.07749392293
22,18197.371182793064,252.70960173530239,51276.15549869022,5999.507728802547
23,18197.371182793064,252.70960173530239,51276.15549869022,5999.507728802547
24,18197.371182793064,252.70960173530239,47648.93677256769,5999.507728802547
25,18173.874077167027,240.50124392252957,47648.93677256769,5999.507728802547
26,18173.874077167027,240.50124392252957,47648.93677256769,5907.319441440319
27,18126.23576016454,240.50124392252957,47648.93677256769,5849.849051736981
28,18126.23576016454,235.10288070273353,47648.93677256769,5555.2111100608045
29,18126.23576016454,235.10288070273353,47648.93677256769,5405.813353105829
30,18126.23576016454,229.99134887821526,47648.93677256769,5186.882769649377
31,16906.15839141618,229.99134887821526,47648.93677256769,4914.157573440094
32,16906.15839141618,229.99134887821526,47648.93677256769,4791.871467403456
33,16906.15839141618,229.99134887821526,47648.93677256769,4791.871467403456
34,16251.92084321956,229.99134887821526,47488.2038690104,4791.871467403456
35,15956.150384907342,229.99134887821526,47488.2038690104,4758.294879641437
36,15956.150384907342,229.99134887821526,47488.2038690104,4657.902432571864
37,15956.150384907342,229.99134887821526,47488.2038690104,4497.974257833469
38,15956.150384907342,229.99134887821526,47488.2038690104,4496.9491071185275
39,15956.150384907342,229.99134887821526,46549.15902110518,4492.993539381377
40,15956.150384907342,229.99134887821526,46549.07016647021,4492.993539381377
41,15933.26773337429,229.99134887821526,46549.07016647021,4492.993539381377
42,15923.943103527174,229.99134887821526,46549.07016647021,4352.006165837474
43,15923.943103527174,229.99134887821526,46549.07016647021,4322.952104714064
44,15923.943103527174,229.99134887821526,46549.07016647021,4165.541548350321
45,15923.943103527174,229.99134887821526,41027.370216426316,4085.328354595622
46,15908.727549956682,229.99134887821526,41027.370216426316,4085.328354595622
47,15908.727549956682,223.22973950041774,41027.370216426316,4085.328354595622
48,15908.727549956682,223.22973950041774,35628.162208351016,3820.378739324778
49,15908.727549956682,223.22973950041774,35628.162208351016,3820.378739324778
50,15908.727549956682,223.22973950041774,35628.162208351016,3699.4401751617024
51,15904.382335189184,223.22973950041774,35628.162208351016,3663.824594001163
52,15904.382335189184,223.22973950041774,35263.37141783023,3614.247645766021
53,15904.382335189184,223.22973950041774,35263.37141783023,3614.247645766021
54,15904.382335189184,223.22973950041774,35263.37141783023,3489.253301344142
55,15904.382335189184,223.22973950041774,35263.37141783023,3489.253301344142
56,15904.382335189184,223.22973950041774,35263.37141783023,3441.941580028364
57,15904.382335189184,223.22973950041774,35263.37141783023,3441.941580028364
58,15898.15751449538,223.22973950041774,35263.37141783023,3347.4200505833815
59,15898.15751449538,223.22973950041774,35263.37141783023,3347.217872839866
60,15898.15751449538,223.22973950041774,35263.37141783023,3346.73492720835
61,15460.678254835982,223.22973950041774,35263.37141783023,3337.5969233330975
62,15460.678254835982,223.22973950041774,35263.37141783023,3286.265386210072
63,15460.678254835982,223.22973950041774,35263.37141783023,3286.265386210072
64,15350.916514589664,223.22973950041774,35263.37141783023,3278.5219398316003
65,14622.410604937504,223.22973950041774,35263.37141783023,3278.5219398316003
66,14604.1343117507,223.22973950041774,35263.37141783023,3203.0293273801735
67,14581.38512785228,222.15132196082925,35263.37141783023,3203.0293273801735
68,14485.857809303216,222.15132196082925,35263.37141783023,3186.112288544612
69,14440.802743046945,222.15132196082925,35263.37141783023,3186.112288544612
70,14393.185101387135,216.57487189576813,35263.37141783023,3186.112288544612
71,14325.298024667441,216.57487189576813,35263.37141783023,3171.552343727177
72,13676.639152579673,216.57487189576813,35263.37141783023,3156.654205344659
73,13676.639152579673,216.57487189576813,35263.37141783023,3156.654205344659
74,13676.639152579673,216.57487189576813,35263.37141783023,3154.423748099303
75,12909.435784516601,216.57487189576813,35263.37141783023,3107.6920789879878
76,12909.435784516601,216.57487189576813,35263.37141783023,3107.6920789879878
77,12891.335175622524,216.57487189576813,35263.37141783023,3107.6920789879878
78,12886.472146182161,216.57487189576813,35263.37141783023,3107.460567476466
79,12839.456947940203,216.57487189576813,35263.37141783023,3107.460567476466
80,12839.456947940203,216.57487189576813,35263.37141783023,3107.460567476466
81,12833.681664564803,216.57487189576813,35263.37141783023,3106.337594171797
82,12636.718188399063,216.57487189576813,35263.37141783023,3106.337594171797
83,12636.718188399063,216.57487189576813,35263.37141783023,3097.0827078484435
84,12593.116669925681,216.57487189576813,35263.37141783023,3097.0827078484435
85,12553.960620838168,216.57487189576813,35263.37141783023,3097.0827078484435
86,12146.57863802081,216.57487189576813,35263.37141783023,3087.418578551467
87,12146.57863802081,216.57487189576813,35263.37141783023,3078.907422222351
88,12040.697015701846,216.57487189576813,35263.37141783023,3078.907422222351
89,12040.697015701846,215.68012963202122,35263.37141783023,3078.907422222351
90,11971.211178484105,215.68012963202122,35263.37141783023,3078.907422222351
91,11971.211178484105,215.68012963202122,35263.37141783023,3078.907422222351
92,11637.511432788715,215.68012963202122,35263.37141783023,3076.4688645117308
93,11637.511432788715,213.67913336312506,35263.37141783023,3076.226842223345
94,11637.511432788715,213.67913336312506,35263.37141783023,3076.176664749347
95,11365.126358349835,213.67913336312506,35263.37141783023,3074.3738831592887
96,11365.126358349835,213.67913336312506,35263.37141783023,3074.3738831592887
97,11365.126358349835,213.67913336312506,35263.37141783023,3072.6797452813103
98,11318.930300913822,213.67913336312506,35263.37141783023,3072.6797452813103
99,11257.269653393556,213.67913336312506,35263.37141783023,3072.6797452813103
100,11257.269653393556,213.67913336312506,35263.37141783023,3072.6797452813103
0,139904.09134287116,548.2210767182687,123362.4987319748,50882.06930690322
1,44728.2466304666,548.2210767182687,113269.51748303433,45700.80490577919
2,44728.2466304666,437.3911499390321,100077.95065056416,31055.832768380915
3,42472.06503295637,392.294992384805,93725.6299648949,31055.832768380915
4,32856.63141335115,392.294992384805,93725.6299648949,23628.846214461308
5,32856.63141335115,306.3439748768902,93725.6299648949,19445.458878560155
6,28338.097571351103,306.3439748768902,93725.6299648949,19261.006245099805
7,14137.048986058828,306.3439748768902,93725.6299648949,15847.498131111595
8,14137.048986058828,306.3439748768902,79821.02699192229,15847.498131111595
9,14137.048986058828,306.3439748768902,61673.347541251766,15847.498131111595
10,12904.217038702069,306.3439748768902,61673.347541251766,15628.931499849921
11,12568.449338983826,306.3439748768902,61673.347541251766,15326.7770881909
12,12568.449338983826,306.3439748768902,61673.347541251766,15326.7770881909
13,12568.449338983826,306.2844106303064,61673.347541251766,15326.7770881909
14,12568.449338983826,306.2844106303064,61673.347541251766,15160.993134386483
15,12568.449338983826,306.2844106303064,61673.347541251766,15160.993134386483
16,12568.449338983826,306.2844106303064,61673.347541251766,15160.993134386483
17,12517.027077545576,306.2844106303064,61673.347541251766,14242.58579248371
18,12517.027077545576,277.767343946612,61673.347541251766,14242.58579248371
19,12517.027077545576,277.767343946612,61673.347541251766,14020.477087294226
20,12489.453715212407,277.767343946612,61673.347541251766,14020.477087294226
21,12451.331613349681,277.767343946612,61673.347541251766,14020.477087294226
22,12451.331613349681,277.767343946612,59207.99607358428,14020.477087294226
23,12451.331613349681,268.27446041268007,47998.82384132141,13654.04364193075
24,12451.331613349681,268.27446041268007,47998.82384132141,12588.722076978776
25,12451.331613349681,268.27446041268007,47998.82384132141,12588.722076978776
26,12451.331613349681,268.27446041268007,47998.82384132141,12588.722076978776
27,12175.396237557163,268.27446041268007,47998.82384132141,12588.722076978776
28,11857.24487569349,256.78398917895527,47998.82384132141,12581.475368981522
29,11857.24487569349,256.78398917895527,47998.82384132141,12522.036473680577
30,11857.24487569349,256.78398917895527,47998.82384132141,12443.055948150326
31,11857.24487569349,256.78398917895527,47998.82384132141,12443.055948150326
32,11857.24487569349,256.78398917895527,47998.82384132141,12443.055948150326
33,11727.193713438357,256.78398917895527,47998.82384132141,12443.055948150326
34,11304.963521664567,256.78398917895527,47998.82384132141,12443.055948150326
35,11304.963521664567,256.78398917895527,47998.82384132141,12443.055948150326
