,GWO,PSO,SGA,IGA
0,271687.48577280215,1416.6837526982329,269976.4128730033,248909.3608083647
1,95303.43427951288,1416.6837526982329,269976.4128730033,84109.58772538806
2,40939.95945737695,1416.6837526982329,250932.2529694835,20118.46729923155
3,20873.94454515065,1379.8846222718073,246521.47502980326,12368.167296165715
4,2442.156467892751,1379.8846222718073,242079.8129253999,5823.123388879459
5,2442.156467892751,1379.8846222718073,235635.01933171047,3438.136518507128
6,2076.431492143585,1379.8846222718073,225629.48648267065,778.8442887417597
7,917.3959378572034,1379.8846222718073,215589.32594774742,386.90328748699744
8,472.9710152278242,1355.9505954240426,196546.7894431453,85.72566950986105
9,156.95754276256991,1355.9505954240426,195317.8733712788,35.941061014739304
10,99.83488409669836,1355.9505954240426,193034.21547427177,23.705814669413936
11,71.02743256167919,1355.9505954240426,188177.44325784812,16.231931324032168
12,42.141032490511286,1355.9505954240426,188177.44325784812,8.2880180311796
13,28.51238979883315,1355.9505954240426,178009.76235466823,2.8358055703560177
14,7.561159327752021,1257.0619079491887,176287.19986074316,1.5474423883895643
15,4.8899385537017315,1257.0619079491887,173750.22253702173,0.6332761000480696
16,1.512083080631545,1257.0619079491887,172787.12540034353,0.2676685555745019
17,1.3214822468181384,1257.0619079491887,166252.06079968988,0.14024641947898633
18,0.5845744034457226,1257.0619079491887,166252.06079968988,0.025833223163158284
19,0.35094764262068767,1257.0619079491887,166252.06079968988,0.02012750439802642
20,0.1712570604374919,1257.0619079491887,164346.9575174944,0.006181613574216728
21,0.13256869310855973,1257.0619079491887,160498.983365047,0.0017345079456979062
22,0.07672522326275519,1257.0619079491887,148692.62122768053,0.0007979554695883333
23,0.027836812985534243,1257.0619079491887,136249.4724784841,0.0004705804410329093
24,0.02236106216506336,1257.0619079491887,136249.4724784841,5.299403431017566e-05
25,0.016845987449049662,1257.0619079491887,136249.4724784841,5.299403431017566e-05
26,0.008098370847572341,1257.0619079491887,136249.4724784841,2.401493661128373e-05
27,0.0050875504008840566,1257.0619079491887,136249.4724784841,4.023233425568597e-06
28,0.0016403264437178833,1257.0619079491887,136249.4724784841,2.0932756343160507e-06
29,0.0016403264437178833,1257.0619079491887,136249.4724784841,2.0932756343160507e-06
30,7.60970452418286e-05,1257.0619079491887,134191.96545972774,7.572601416886931e-07
31,7.60970452418286e-05,1257.0619079491887,132009.35912201335,4.7415628930157427e-07
32,2.4999821403071028e-05,1257.0619079491887,128070.23903517496,1.5135431454058264e-07
33,1.1533769127495114e-05,1257.0619079491887,126612.8683404828,1.0963834270266635e-07
34,1.9997830483812608e-06,1257.0619079491887,126612.8683404828,7.311848130008995e-08
35,1.9997830483812608e-06,1257.0619079491887,122279.19754726804,2.9466713475164747e-08
36,6.587878505584704e-07,1257.0619079491887,121404.38597581383,1.763663273374263e-08
37,3.007068908437205e-07,1257.0619079491887,121404.38597581383,7.933592300956076e-09
38,1.7948480359488942e-07,1257.0619079491887,120293.38462181189,4.629920879699278e-09
39,1.1076532538561723e-07,1257.0619079491887,118931.28312536291,2.435469721554274e-09
40,6.168192776058263e-08,1257.0619079491887,117182.9775811712,8.252462233621159e-10
41,2.085789531759033e-08,1257.0619079491887,116418.4639063936,2.943552166674769e-10
42,1.8214845544824944e-08,1257.0619079491887,114219.9701658243,1.0984942032595556e-10
43,7.482998290648383e-09,1257.0619079491887,112010.57097808395,4.8880697138344424e-11
44,2.0618227845204823e-09,1257.0619079491887,112010.57097808395,2.5146428113191063e-11
45,1.024583705331117e-09,1257.0619079491887,112010.57097808395,6.865626669023082e-12
46,4.3194427903714894e-10,1257.0619079491887,112010.57097808395,2.640768816761642e-12
47,2.85460671743617e-10,1257.0619079491887,109701.38458196983,1.1581352258167817e-12
48,1.3938677729343919e-10,1257.0619079491887,107136.04593118648,4.961119173172016e-13
49,9.736558910884396e-11,1257.0619079491887,107136.04593118648,2.1902293794930982e-13
50,5.558662879667258e-11,1257.0619079491887,106920.81408309918,9.579135825439553e-14
51,4.302366056522533e-11,1257.0619079491887,106920.81408309918,5.725073881440087e-14
52,2.5658702711027625e-11,1257.0619079491887,106920.81408309918,3.4107546597773834e-14
53,1.3137884209772406e-11,1257.0619079491887,106920.81408309918,1.1499209028022004e-14
54,1.0737486444724306e-11,1257.0619079491887,103122.93341433341,7.836141731305166e-15
55,8.375222017862338e-12,1257.0619079491887,103122.93341433341,3.8514124069179105e-15
56,5.753341525113802e-12,1257.0619079491887,103122.93341433341,2.1194522980969836e-15
57,4.522430611084058e-12,1257.0619079491887,103122.93341433341,1.3271321500467364e-15
58,3.6539880536519975e-12,1257.0619079491887,103122.93341433341,7.452228631828344e-16
59,3.130093874127949e-12,1257.0619079491887,102249.1132098229,5.264213898080577e-16
60,2.8383482646699412e-12,1257.0619079491887,102249.1132098229,3.3712555320479523e-16
61,1.9193725519076025e-12,1257.0619079491887,101600.83800960956,2.5198324753554e-16
62,1.4572908287925226e-12,1257.0619079491887,101355.675172649,2.098747113477455e-16
63,1.3680632883484934e-12,1257.0619079491887,101355.675172649,1.6317367602018788e-16
64,9.10458280432841e-13,1257.0619079491887,99275.22416686344,1.0351409077500787e-16
65,8.507760999164386e-13,1257.0619079491887,98018.27188421115,8.489249516196921e-17
66,5.475129949481928e-13,1257.0619079491887,98018.27188421115,6.627624736635327e-17
67,4.1721547363618094e-13,1257.0619079491887,95033.4962222541,5.753441289828022e-17
68,3.516403687787638e-13,1257.0619079491887,95033.4962222541,4.670258966822132e-17
69,3.389058710835019e-13,1257.0619079491887,95033.4962222541,4.389303732599028e-17
70,3.113624753215707e-13,1257.0619079491887,95033.4962222541,3.258069001705644e-17
71,2.525630024840334e-13,1257.0619079491887,93269.53460002496,2.9732572346746005e-17
72,2.2189903000902962e-13,1257.0619079491887,91622.91890747803,2.6227989299009822e-17
73,1.6367907191076848e-13,1257.0619079491887,89239.96422921165,2.2029148250577325e-17
74,1.5332705255225485e-13,1257.0619079491887,89239.96422921165,2.0443456944661455e-17
75,1.4093335669538587e-13,1257.0619079491887,87617.40331554618,1.8317986608015536e-17
76,1.3492245206894897e-13,1257.0619079491887,85543.50696329887,1.5661035706273193e-17
77,1.2708517301888045e-13,1257.0619079491887,85543.50696329887,1.3701305397584114e-17
78,1.1382363945141496e-13,1257.0619079491887,83150.48381380845,1.168757010892372e-17
79,1.0765503270231014e-13,1257.0619079491887,83150.48381380845,1.1269272838429156e-17
80,1.0144969749550563e-13,1257.0619079491887,83150.48381380845,1.0378102748769457e-17
81,9.822697220361376e-14,1257.0619079491887,83150.48381380845,9.926904043360472e-18
82,9.72414180840992e-14,1257.0619079491887,83150.48381380845,9.30514003870795e-18
83,9.330998319695969e-14,1257.0619079491887,82962.84002353932,8.800883124146293e-18
84,8.72671307643502e-14,1257.0619079491887,82452.89162343545,8.52491923675681e-18
85,8.455824596696349e-14,1257.0619079491887,82452.89162343545,7.942234335251666e-18
86,8.205742984470027e-14,1257.0619079491887,82069.65264016137,7.629297179650945e-18
87,7.866588473130606e-14,1257.0619079491887,81950.42420631205,7.45527033129655e-18
88,7.780673706884171e-14,1257.0619079491887,81950.42420631205,7.214800948025108e-18
89,7.474998735061773e-14,1257.0619079491887,81891.00666005253,7.007011088494007e-18
90,7.419858168228657e-14,1257.0619079491887,81891.00666005253,6.807678421067828e-18
91,7.090752280688021e-14,1257.0619079491887,81891.00666005253,6.783370684399117e-18
92,7.090752280688021e-14,1257.0619079491887,81891.00666005253,6.693539916172487e-18
93,6.991851120546418e-14,1257.0619079491887,81891.00666005253,6.633877871133454e-18
94,6.94721376023406e-14,1257.0619079491887,81540.79435916131,6.567254834657411e-18
95,6.935648698014201e-14,1257.0619079491887,79010.0662148366,6.5472801832941104e-18
96,6.91356259197531e-14,1257.0619079491887,78621.48054935833,6.5294904287800534e-18
97,6.901104168820851e-14,1257.0619079491887,78621.48054935833,6.518263996285722e-18
98,6.895711090447365e-14,1257.0619079491887,78621.48054935833,6.511612242313095e-18
