,test_n,iter,x,y,z,time
0,0,0,1.5461385725079573,0.1582871804853243,1.76810461055677,0.0196963
1,0,1,1.5461385725079573,0.1582871804853243,1.76810461055677,0.01870929999999993
2,0,2,1.5461385725079573,0.1582871804853243,1.76810461055677,0.029409600000000036
3,0,3,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015326300000000015
4,0,4,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014470899999999953
5,0,5,2.469899977719451,0.06206183018647016,0.7353596399787893,0.01539999999999997
6,0,6,2.469899977719451,0.06206183018647016,0.7353596399787893,0.018650900000000026
7,0,7,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015523300000000018
8,0,8,2.469899977719451,0.06206183018647016,0.7353596399787893,0.020670599999999983
9,0,9,2.469899977719451,0.06206183018647016,0.7353596399787893,0.016521600000000025
10,0,10,2.469899977719451,0.06206183018647016,0.7353596399787893,0.017679099999999948
11,0,11,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015897199999999945
12,0,12,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015662299999999907
13,0,13,2.469899977719451,0.06206183018647016,0.7353596399787893,0.024870300000000012
14,0,14,2.469899977719451,0.06206183018647016,0.7353596399787893,0.03276380000000001
15,0,15,2.469899977719451,0.06206183018647016,0.7353596399787893,0.020440499999999973
16,0,16,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015110500000000027
17,0,17,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015366499999999839
18,0,18,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015074599999999938
19,0,19,2.469899977719451,0.06206183018647016,0.7353596399787893,0.01740239999999993
20,0,20,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014499099999999876
21,0,21,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014280099999999907
22,0,22,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015072500000000044
23,0,23,2.469899977719451,0.06206183018647016,0.7353596399787893,0.03125549999999988
24,0,24,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014277600000000001
25,0,25,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014363499999999974
26,0,26,2.469899977719451,0.06206183018647016,0.7353596399787893,0.039630000000000054
27,0,27,2.469899977719451,0.06206183018647016,0.7353596399787893,0.028368699999999913
28,0,28,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014111500000000055
29,0,29,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013864800000000121
30,0,30,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013614999999999933
31,0,31,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013560500000000086
32,0,32,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014051799999999837
33,0,33,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014175000000000049
34,0,34,2.469899977719451,0.06206183018647016,0.7353596399787893,0.01404430000000012
35,0,35,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013620900000000047
36,0,36,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013792500000000096
37,0,37,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013433000000000028
38,0,38,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013597999999999999
39,0,39,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015792300000000203
40,0,40,2.469899977719451,0.06206183018647016,0.7353596399787893,0.030265599999999893
41,0,41,2.469899977719451,0.06206183018647016,0.7353596399787893,0.03640919999999981
42,0,42,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013812399999999947
43,0,43,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013587400000000027
44,0,44,2.469899977719451,0.06206183018647016,0.7353596399787893,0.013368599999999953
45,0,45,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014096700000000073
46,0,46,2.469899977719451,0.06206183018647016,0.7353596399787893,0.03177659999999993
47,0,47,2.469899977719451,0.06206183018647016,0.7353596399787893,0.026925200000000205
48,0,48,2.469899977719451,0.06206183018647016,0.7353596399787893,0.03630179999999994
49,0,49,2.469899977719451,0.06206183018647016,0.7353596399787893,0.06122689999999986
50,0,50,2.469899977719451,0.06206183018647016,0.7353596399787893,0.05095469999999991
51,0,51,2.469899977719451,0.06206183018647016,0.7353596399787893,0.02359560000000016
52,0,52,2.469899977719451,0.06206183018647016,0.7353596399787893,0.021545099999999984
53,0,53,2.469899977719451,0.06206183018647016,0.7353596399787893,0.021583099999999966
54,0,54,2.469899977719451,0.06206183018647016,0.7353596399787893,0.020253099999999913
55,0,55,2.469899977719451,0.06206183018647016,0.7353596399787893,0.01848329999999998
56,0,56,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015769900000000003
57,0,57,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014894699999999927
58,0,58,2.469899977719451,0.06206183018647016,0.7353596399787893,0.017527999999999988
59,0,59,2.469899977719451,0.06206183018647016,0.7353596399787893,0.023534400000000177
60,0,60,2.469899977719451,0.06206183018647016,0.7353596399787893,0.017782399999999976
61,0,61,2.469899977719451,0.06206183018647016,0.7353596399787893,0.017262600000000017
62,0,62,2.469899977719451,0.06206183018647016,0.7353596399787893,0.017298899999999895
63,0,63,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015250399999999997
64,0,64,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015924999999999967
65,0,65,2.469899977719451,0.06206183018647016,0.7353596399787893,0.015516900000000167
66,0,66,2.469899977719451,0.06206183018647016,0.7353596399787893,0.014310299999999998
