,test_n,x,y,z
0,0,-0.282623291015625,-2.872100830078125,98.99822033302394
1,0,-0.002197265625,-3.447784423828125,14.618291467394375
2,0,-0.291961669921875,-2.345855712890625,51.71210204152066
3,0,-0.863250732421875,-2.344757080078125,235.55983648258865
4,0,-0.002197265625,-3.447784423828125,14.618291467394375
5,0,-0.002197265625,-3.447784423828125,14.618291467394375
6,0,3.06573486328125,-3.610931396484375,22655.003294746784
7,0,4.191009521484375,1.03436279296875,18.607080286518165
8,0,-0.002197265625,-3.445587158203125,14.61749001045576
9,0,-0.353759765625,-2.33843994140625,63.92160297660837
10,0,-0.072509765625,-2.344757080078125,19.93086359445535
11,0,2.247802734375,-3.764190673828125,15381.985331721697
12,0,-1.127197265625,-3.451080322265625,2651.686908053337
13,0,-0.353485107421875,-2.344757080078125,64.41180353917089
14,0,-0.283447265625,-2.604034423828125,69.3562053296022
15,0,-0.3021240234375,-0.092559814453125,18.418813767679264
16,0,-0.283447265625,-2.902862548828125,103.67724346461488
17,0,-0.423797607421875,-2.34503173828125,81.11817240430578
18,0,-0.564697265625,-3.470855712890625,750.4125319924021
19,0,1.8599853515625,-0.138702392578125,1.1408685329134585
20,0,-0.010986328125,-3.452178955078125,16.47189295909866
21,0,-1.197509765625,-3.451080322265625,2977.1510065993853
22,0,-0.006591796875,-3.451080322265625,15.507607675196489
23,0,-0.002197265625,0.870941162109375,14.210278853752182
24,0,-0.0054931640625,-2.344757080078125,14.554441394753159
25,0,-0.01922607421875,-2.485931396484375,15.721016389768783
26,0,-0.282623291015625,-2.344757080078125,49.85287740511862
27,0,-1.43426513671875,-3.610931396484375,5416.141183775968
28,0,-0.283447265625,-3.470855712890625,226.29718595008788
29,0,-0.0362548828125,-0.136505126953125,14.681950564351204
30,0,2.1412353515625,-0.138702392578125,1.1312954643976076
31,0,-0.2845458984375,-0.022247314453125,18.095922450135454
32,0,-2.269775390625,-3.468658447265625,10579.13010016401
33,0,-0.599853515625,-3.730133056640625,1229.4721655911194
34,0,-0.03955078125,-3.447784423828125,24.48461049218535
35,0,-0.0010986328125,-0.092559814453125,14.21740369049176
36,0,-0.0362548828125,-0.118927001953125,14.680564465523679
37,0,-1.4622802734375,-0.09283447265625,40.00083396669543
38,0,-0.2845458984375,-0.138702392578125,18.193103709259773
39,0,3.066009521484375,1.03656005859375,17.58378128993037
40,0,-1.127197265625,-3.764190673828125,4285.396781141179
41,0,-1.4447021484375,-2.342559814453125,570.6071079351781
42,0,-0.002197265625,-2.344757080078125,14.34202657700154
43,0,-3.7122802734375,-0.092559814453125,106.23688088874664
44,0,-0.002197265625,-3.586212158203125,14.67116282496081
45,0,-0.010711669921875,4.407440185546875,9.308759196204928
46,0,-0.0450439453125,-0.630889892578125,14.850700396396224
47,0,-0.564697265625,-4.010284423828125,1626.954368972808
48,0,-1.1260986328125,-0.09283447265625,32.86649866321656
49,0,-0.002197265625,-2.345855712890625,14.342194687088782
50,1,4.181121826171875,0.720703125,0.16834766157192205
51,1,4.181121826171875,1.85009765625,799.892362315093
52,1,-0.318878173828125,0.72564697265625,16.248641179415046
53,1,4.181121826171875,1.006622314453125,14.98605153952785
54,1,4.181121826171875,0.72509765625,0.19573442354808798
55,1,-0.316680908203125,0.721527099609375,16.25884612209569
56,1,4.181121826171875,-3.774627685546875,54928.30517184696
57,1,4.182220458984375,0.708343505859375,0.11116800694494458
58,1,4.181121826171875,1.850921630859375,802.0083817658846
59,1,3.616424560546875,0.734710693359375,0.8314234388368726
60,1,3.605438232421875,0.72564697265625,0.7136276574709131
61,1,3.546112060546875,0.765472412109375,1.5058878070407444
62,1,4.181121826171875,0.79541015625,1.225820784128516
63,1,-0.317779541015625,0.72784423828125,16.22802692265295
64,1,3.618621826171875,0.72509765625,0.689268548415881
65,1,4.18084716796875,1.00634765625,14.952946453976683
66,1,3.045135498046875,-3.769683837890625,28721.117248909723
67,1,4.176727294921875,0.730316162109375,0.23582389911916263
68,1,4.383270263671875,0.727569580078125,0.13345011451994407
69,1,4.181121826171875,0.16259765625,9.685542801282764
70,1,4.457977294921875,0.725921630859375,0.11361066950716307
71,1,4.181121826171875,0.725372314453125,0.19757428897707519
72,1,3.339569091796875,-1.513641357421875,241.78018361005567
73,1,4.453582763671875,0.72509765625,0.11213526284898488
74,1,4.457977294921875,0.58721923828125,1.43105209996686
75,1,4.317352294921875,0.725921630859375,0.14512122229952887
76,1,4.457977294921875,0.725921630859375,0.11361066950716307
77,1,4.031707763671875,0.762451171875,0.75458617170156
78,1,4.181121826171875,0.727569580078125,0.2128425139653864
79,1,4.181121826171875,0.707794189453125,0.10956881812986051
80,1,3.970184326171875,0.72509765625,0.3301346189159943
81,1,4.464569091796875,-1.23431396484375,197.63409746887345
82,1,4.181121826171875,0.723724365234375,0.18676248226494818
83,1,3.546112060546875,0.76025390625,1.3959373359817195
84,1,4.176727294921875,0.778656005859375,0.8745123596174461
85,1,4.183319091796875,-1.484527587890625,364.5791850234055
86,1,4.383270263671875,0.708343505859375,0.09362548014477268
87,1,4.225067138671875,0.727569580078125,0.19089905442234348
88,1,4.216278076171875,1.846527099609375,802.429665484128
89,1,4.172332763671875,0.721527099609375,0.17711525225728003
90,1,4.446990966796875,1.01568603515625,16.230912283427067
91,1,-0.201324462890625,0.725921630859375,15.477415451880471
92,1,4.215728759765625,-3.77435302734375,55825.91052989007
93,1,4.181121826171875,0.72509765625,0.19573442354808798
94,1,-0.759429931640625,0.589691162109375,21.243367018198107
95,1,-1.326324462890625,0.163421630859375,34.91512374254865
96,1,4.308563232421875,0.721527099609375,0.12838631547651536
97,1,1.075836181640625,-3.76556396484375,3407.1732952511684
98,1,3.746063232421875,0.721527099609375,0.4967644692083272
99,1,4.464569091796875,0.730316162109375,0.12548272274794753
100,2,4.19842529296875,0.7042236328125,0.09602566656985079
101,2,1.94842529296875,0.1593017578125,0.6107432047784359
102,2,1.94842529296875,0.70367431640625,4.292179057986762
103,2,1.94842529296875,0.570465087890625,2.3931765417684243
104,2,4.09295654296875,-3.9364013671875,67203.05516088239
105,2,-0.33673095703125,0.7042236328125,16.502900760633068
106,2,4.16326904296875,0.704498291015625,0.10299959887402761
107,2,3.03826904296875,0.7042236328125,1.2975602333341487
108,2,4.19842529296875,2.9630126953125,12900.666743177902
109,2,1.94842529296875,0.7042236328125,4.30228994713446
110,2,1.93963623046875,0.142822265625,0.6263942901699988
111,2,4.47967529296875,0.7042236328125,0.11489227066980562
112,2,1.87811279296875,0.703125,4.538507043579654
113,2,1.94732666015625,0.7042236328125,4.306235855106096
114,2,1.96600341796875,0.7042236328125,4.239406587227853
115,2,1.94842529296875,0.7042236328125,4.30228994713446
116,2,4.47967529296875,0.7218017578125,0.10417915722537766
117,2,4.19842529296875,0.7042236328125,0.09602566656985079
118,2,1.94842529296875,0.7745361328125,5.789735403524851
119,2,1.91326904296875,0.7042236328125,4.429475025383011
120,2,4.19842529296875,0.7042236328125,0.09602566656985079
121,2,1.94842529296875,0.7042236328125,4.30228994713446
122,2,1.94842529296875,0.7042236328125,4.30228994713446
123,2,1.94842529296875,-3.5145263671875,7687.373713275086
124,2,4.19842529296875,0.7042236328125,0.09602566656985079
125,2,4.47967529296875,0.7042236328125,0.11489227066980562
126,2,1.9390869140625,0.4405517578125,1.370122590866312
127,2,-0.441925048828125,2.463134765625,13.239966990188188
128,2,1.94403076171875,0.142822265625,0.6186028158451382
