,0,1,2,3,4,5,6,7,8,9
0,0.11711917441128734,0.17957531939900667,0.5183653460709174,0.40334677057406454,0.10185578706695042,0.24887657145985004,0.09197149937065435,0.16265462848701662,0.32625521607945523,0.1352635421016009
1,0.13475962705184283,0.30640474356887154,0.5183653460709174,0.40334677057406454,0.10185578706695042,0.5263067438147916,0.1239710408256127,0.2235730375120341,0.5402365266170432,0.2859715486532201
2,0.16562438117374542,0.3432554575784252,0.5961446660685036,0.4941140854174189,0.1078059138764301,0.6047300660931751,0.1335955543469852,0.24138768051789458,0.5750788931146054,0.3505845105686418
3,0.18678850847087672,0.4637532526444567,0.7036706127023277,0.6130519276086795,0.11280438150054098,0.6394083016382485,0.14026473407698212,0.30408865247097866,0.6235621342674055,0.3864619492131651
4,0.2187000920197507,0.4637532526444567,0.7654740726601547,0.6627252291205527,0.13264871108456394,0.691220262350442,0.17486437141270766,0.3900572755161267,0.6724800445061284,0.48238399153356276
5,0.2379882105993788,0.4888439102057987,0.8299563293414939,0.6727086340733474,0.13646977547212666,0.7091832619318178,0.1789848971255239,0.45261662721966545,0.7467459133363646,0.48238399153356276
6,0.24557557991505546,0.5324224509952848,0.8370018027448791,0.7261299870725857,0.15040898825275992,0.7422499671654212,0.19555957475422497,0.4528971722587026,0.7928454336211578,0.5439741473425129
7,0.260651237746866,0.5560012876394428,0.8761963369869034,0.7471424206047147,0.1640567729357569,0.7877246429303335,0.22225046839821921,0.47985620508756854,0.8210003844252698,0.5643236120759877
8,0.27497197419229275,0.6160817494038165,0.8886392982572043,0.7657819850169592,0.18823621106970892,0.7983626256679323,0.2223143702905794,0.5390021356476045,0.888670314543335,0.5828645514568831
9,0.34485177458235644,0.6414357303304254,0.9025117530440064,0.8262315568710893,0.190715911028937,0.8158268077511737,0.2493315489003085,0.5488592949890347,0.888670314543335,0.6163023974549318
10,0.34485177458235644,0.6696163730952068,0.9337946326522529,0.8535696121228967,0.2045324731955848,0.8304641595107107,0.25597642133845455,0.6036010192595646,0.911392753198718,0.6254963305619795
11,0.3822600136122331,0.6696163730952068,0.9423171263472001,0.871583148692576,0.2045324731955848,0.86585037848444,0.2797740107105552,0.614604132645046,0.9216529844233893,0.676346173515074
12,0.4298365462072036,0.7041365810091429,0.9549409306176212,0.8911809479014711,0.2186891820874972,0.8696132296519227,0.31599312919453854,0.61770133979922,0.9288880541918872,0.7146619079651626
13,0.5318759596290089,0.7041365810091429,0.9586259762593471,0.8967622341267878,0.22778868000065697,0.8953017809946,0.33773828138736284,0.6456494680921658,0.9363105345246687,0.7243813722247286
14,0.6080433554599959,0.7182088415642216,0.9586259762593471,0.91091535960095,0.2438541258958213,0.9086435983604404,0.3645505463949074,0.6833992513835527,0.94378717015458,0.7276692892626543
15,0.6468709620205073,0.7321370514061966,0.9691361513206881,0.9244485335240169,0.26538147563639797,0.9203721261868746,0.38666668830853884,0.7088242276948834,0.956458202558403,0.7582298737248553
16,0.6468709620205073,0.7412623808845472,0.9726876184166111,0.9253036194128991,0.26745792199021384,0.934690370741898,0.3920557534619691,0.7321291420769044,0.9600615541650334,0.76049179913473
17,0.655618685057073,0.7622838712013762,0.9747856821956752,0.9437652164866486,0.2886684122636218,0.9387368301244756,0.4154494936798378,0.7428485114010508,0.9638199491490698,0.7880461448254942
18,0.6976811720946423,0.7715049599076161,0.9781243961608963,0.946382906075991,0.30752267970345193,0.9475690483915166,0.44095371067780126,0.7628818903657543,0.9683372164810898,0.7928237665168746
19,0.7064735064315579,0.7827164140590622,0.9813406281219916,0.9507504804066115,0.31242586405736095,0.957144937762331,0.4550608747172416,0.7719444394983219,0.9748076104319887,0.8008924875042462
20,0.7500213286252285,0.7838112803752297,0.9833994556003531,0.9606064494083194,0.31242586405736095,0.9609824995441261,0.45903557844566645,0.7790070317188612,0.9795933593560492,0.8149229519145338
21,0.7500213286252285,0.7986616938430191,0.9844428402361473,0.9606064494083194,0.3289122676299155,0.9628783346880319,0.4682751722435567,0.8053146500522439,0.9832220709860049,0.8354282510631982
22,0.7590169008774246,0.807844188012095,0.9861986017014791,0.9650546518031677,0.3570807601585751,0.9660751375202655,0.48184940426966816,0.8205123055870976,0.9881399402688786,0.8508407336420257
23,0.7817750364332436,0.8147445869613468,0.9882953828447678,0.968047832048629,0.3570807601585751,0.9689905074707639,0.48367827116028167,0.846606482820197,0.9907547718190265,0.8600785043191537
24,0.8015871560311831,0.8532745513099782,0.988941876089557,0.975030933855503,0.3674782794548896,0.9704061271036237,0.4926392236206706,0.8558934814855161,0.9911760186320249,0.8612627564589619
25,0.8315265166235909,0.867436993074201,0.9893497791178978,0.975030933855503,0.36903381591105094,0.9719219094959033,0.5006349403243243,0.8676070432700504,0.9930303293748959,0.8666714652456252
26,0.8503838879240129,0.8745553501140374,0.9920996562991337,0.975188108475034,0.38231118875990305,0.9738991308698507,0.5218897363061558,0.8870792125729742,0.9939363895759157,0.8743403734910019
27,0.8647269668910823,0.8777429720816797,0.9920996562991337,0.9767679918968445,0.38231118875990305,0.9744111684481354,0.542710242560974,0.8945075460577221,0.994236254056737,0.8749242307297184
28,0.8808619726364153,0.8816745583835498,0.9934005650527076,0.9811049003520663,0.39132012979606356,0.9744111684481354,0.5522949896436243,0.905568240182981,0.9948570743903683,0.8829278144650732
29,0.8915752781929664,0.8911683784068646,0.9952945643044853,0.9838554933121275,0.4061396294018652,0.9769611705405558,0.5569493997473449,0.9098412163933386,0.9955605214210417,0.8902916504376771
30,0.9095802282475312,0.8944201763546897,0.9959031647391071,0.9871159363749622,0.4228838135563782,0.9780897977504374,0.5669488672658262,0.9098412163933386,0.9958034918565067,0.8922945295708282
